VideoURL,Question,Selected Answer,isSelectedAnswerCorrect,Choice A,Choice A Probability,Choice B,Choice B Probability,Choice C,Choice C Probability,Choice D,Choice D Probability,Correct Answer,Not Top Token,Top Token,Chosen index for top frame,Second best index,Third best index,Path Top1,Path Top2,Path Top3,top 1 text
KmqfNQG1BXk,Which special ingredient is sliced and added for authenticity?,Menma,False,Nori,0.203369140625,Naruto Maki,0.06976318359375,Menma,0.50341796875,Fried Tofu,0.1097412109375,Naruto Maki,False,,3,2,9,./storage/KmqfNQG1BXk/frames/frame_001440.jpg,./storage/KmqfNQG1BXk/frames/frame_000960.jpg,./storage/KmqfNQG1BXk/frames/frame_004320.jpg,next using some Yoshida's sauce and Lee Kum Kee chicken marinade we're gonna make some delicious pork now the best pork you can select will both be lean and still have fat on it fill up a pot with your sauces and then just dip the pork inside and turn that heat on flip it around a couple of times and wait till it gets to a boil then lower it and reduce it to a simmer Asian cooking pro tip if you want to make sure that your 
KmqfNQG1BXk,Which leafy green is boiled and squeezed to top the dish?,Bok Choy,True,Spinach,0.11767578125,Cilantro,0.114013671875,Lettuce,0.01372528076171875,Bok Choy,0.720703125,Bok Choy,False,,10,2,3,./storage/KmqfNQG1BXk/frames/frame_004800.jpg,./storage/KmqfNQG1BXk/frames/frame_000960.jpg,./storage/KmqfNQG1BXk/frames/frame_001440.jpg,noodles with some broth and carefully place the ingredients all around remember presentation is key here sprinkle it all on at the end and voila you've got Naruto ramen we like to call this a faithful recreation of authentic Japanese ramen now there are many different ways to make authentic broth for ramen and this is just our own 
KmqfNQG1BXk,How is excess fat removed before reheating?,straining through a cloth,False,straining through a cloth,0.591796875,stir to dissolve,0.00637054443359375,chilling overnight and scooping,0.09661865234375,pouring in ice water to coagulate,0.231689453125,chilling overnight and scooping,False,,4,2,3,./storage/KmqfNQG1BXk/frames/frame_001920.jpg,./storage/KmqfNQG1BXk/frames/frame_000960.jpg,./storage/KmqfNQG1BXk/frames/frame_001440.jpg,tip if you want to make sure that your pot doesn't boil over try sticking a toothpick in between the pot lid and the pot now after that's been cooked take out your meat and prepare some hard-boiled eggs because this part is pretty fun we're gonna try to blow out hard-boiled eggs the wages you crack a little hole in the top and on the bottom 
KmqfNQG1BXk,Which tool is used to help mix and knead for consistency?,Stand Mixer,True,Hand Whisk,0.0272369384765625,Chopsticks,0.001941680908203125,Wooden Rolling Pin,0.0128631591796875,Stand Mixer,0.94482421875,Stand Mixer,False,,7,9,8,./storage/KmqfNQG1BXk/frames/frame_003360.jpg,./storage/KmqfNQG1BXk/frames/frame_004320.jpg,./storage/KmqfNQG1BXk/frames/frame_003840.jpg,can see what the dough should look like once it's ready it'll stick to the paddle after that add a little bit of oil this will make the dough first split apart but after a couple of seconds it should attach right back to the paddle now you're ready to go yes turns out that hand spinning your own noodles is actually extremely difficult and would take many years to master and there's us messing up so we suggest if you want a 
jGnz9f_2A2Y,Which ingredient is ground with seaweed to make the flavor?,Sesame Seeds,False,Garlic,0.1767578125,Ginger,0.06353759765625,Chilli Peppers,0.12939453125,Sesame Seeds,0.55322265625,Chilli Peppers,False,,13,19,18,./storage/jGnz9f_2A2Y/frames/frame_006240.jpg,./storage/jGnz9f_2A2Y/frames/frame_009120.jpg,./storage/jGnz9f_2A2Y/frames/frame_008640.jpg,sweet chili dipping sauce get that bad boy in there and then the next one that you want to put there is the the vinegar part the sour so in sheos and then we've got some fish sauce a squirt of her I toasted off some sesame seeds they're going in and then 
jGnz9f_2A2Y,How does the chef ensure the batter is light?,Mix cold sparkling water,True,Add milk not water,0.276611328125,Let the batter rest overnight,0.043426513671875,Mix cold sparkling water,0.384033203125,Use warm tap water,0.10833740234375,Mix cold sparkling water,False,,7,6,17,./storage/jGnz9f_2A2Y/frames/frame_003360.jpg,./storage/jGnz9f_2A2Y/frames/frame_002880.jpg,./storage/jGnz9f_2A2Y/frames/frame_008160.jpg,that the consistency we're looking for is that you want to whisk everything in basically all those bubbles that have gone in there are kind of lifting it and that's going to make it really light so it's important to whisk all the flour together and get a nice consistency that when you put your finger in just coats you don't want any lumps in there see how it's just coating my finger perfect you want it to be 
jGnz9f_2A2Y,What's grated in for a citrusy note?,Lemon Zest,True,Lemon Zest,0.97412109375,Grapefruit Rind,0.0019407272338867188,Orange Peel,0.0023784637451171875,Lime leaves,0.0003616809844970703,Lemon Zest,False,,18,21,13,./storage/jGnz9f_2A2Y/frames/frame_008640.jpg,./storage/jGnz9f_2A2Y/frames/frame_010080.jpg,./storage/jGnz9f_2A2Y/frames/frame_006240.jpg,the B is going to be a beautiful golden color they're going to be flipping taste worthy to the max people and then a little thing that just adds to the seasoning which is just going to take it up a little bit but it's going to add so much is a little bit of lemon Z so we're just going to put a little bit in with our seasoning okay so drain off then 
jGnz9f_2A2Y,How does the chef make sure it's fully cooked?,Taste one every now and then,False,Time for 10 minutes,0.133544921875,Float immediately,0.0120391845703125,Turn pink with golden batter,0.08966064453125,Taste one every now and then,0.60791015625,Turn pink with golden batter,False,,5,3,16,./storage/jGnz9f_2A2Y/frames/frame_002400.jpg,./storage/jGnz9f_2A2Y/frames/frame_001440.jpg,./storage/jGnz9f_2A2Y/frames/frame_007680.jpg,flavorful and then you see how I've kind of just unut flying him so I've just opened him up like that okay cool now what we're going to do is we're going to make a tempora better this is super simple really quick and I think it's one of those dishes that you want to learn how to do because you can do it with vegetables you can do it with fish you can do it with meat really awesome I've 
i8BjqgemuXo,What cheese is added for a nutty flavor?,Gruyere,True,Gruyere,0.418701171875,Parmaesan,0.393310546875,Emmental,0.08709716796875,Cheddar,0.0694580078125,Gruyere,False,,7,8,3,./storage/i8BjqgemuXo/frames/frame_003360.jpg,./storage/i8BjqgemuXo/frames/frame_003840.jpg,./storage/i8BjqgemuXo/frames/frame_001440.jpg,now let's get some honey roasted ham on then a little greater cheese then more back not a palma ham 
i8BjqgemuXo,What spice is added for a warm note?,Nutmeg,True,Nutmeg,0.78076171875,Clove,0.047637939453125,Cardamom,0.023406982421875,Cinammon,0.1336669921875,Nutmeg,False,,8,3,7,./storage/i8BjqgemuXo/frames/frame_003840.jpg,./storage/i8BjqgemuXo/frames/frame_001440.jpg,./storage/i8BjqgemuXo/frames/frame_003360.jpg,so last bit of bash and then the final bit is a little bit of bechamel on the top now before we 
i8BjqgemuXo,How to not burn the dish from the bottom?,Low heat,False,Keep flipping,0.12225341796875,Extra pan oil,0.00965118408203125,Low heat,0.83544921875,Greaseproof Paper,0.006328582763671875,Greaseproof Paper,False,,10,2,8,./storage/i8BjqgemuXo/frames/frame_004800.jpg,./storage/i8BjqgemuXo/frames/frame_000960.jpg,./storage/i8BjqgemuXo/frames/frame_003840.jpg,right we just want to cook them until all that beautiful bechamel starts browning it's about two to three minutes 
i8BjqgemuXo,What distinguishes this dish?,Bread type,False,Honey ham and parma ham,0.24072265625,Serve extra cold,0.0076751708984375,Bread type,0.63427734375,Replace with turkey,0.00743865966796875,Honey ham and parma ham,False,,8,3,10,./storage/i8BjqgemuXo/frames/frame_003840.jpg,./storage/i8BjqgemuXo/frames/frame_001440.jpg,./storage/i8BjqgemuXo/frames/frame_004800.jpg,so last bit of bash and then the final bit is a little bit of bechamel on the top now before we 
g1jFJYtQ9_s,What flour is used traditionally for this dish?,Whole wheat flour,True,Rice flour,0.040618896484375,Whole wheat flour,0.71435546875,Corn flour,0.036407470703125,Cornmeal,0.1806640625,Whole wheat flour,False,,3,26,2,./storage/g1jFJYtQ9_s/frames/frame_001440.jpg,./storage/g1jFJYtQ9_s/frames/frame_012480.jpg,./storage/g1jFJYtQ9_s/frames/frame_000960.jpg,the chapati I have a work Bowl with one cup of chapati flour or whole wheat flour to this I'll add 1/4 teaspoon of salt 1 teaspoon of oil I'll mix this 
g1jFJYtQ9_s,How long do you rest the dish prior to rolling?,20 minutes,False,30 minutes,0.2010498046875,10 minutes,0.2880859375,45 minutes,0.047027587890625,20 minutes,0.336669921875,30 minutes,False,,7,9,13,./storage/g1jFJYtQ9_s/frames/frame_003360.jpg,./storage/g1jFJYtQ9_s/frames/frame_004320.jpg,./storage/g1jFJYtQ9_s/frames/frame_006240.jpg,couple of minutes to this'll add a few drops of oil cover the dough with that I 
g1jFJYtQ9_s,How to make the dish fluffy?,Open flame placement,True,Add yeast to leaven,0.1834716796875,Freeze prior to cooking,0.0028076171875,Open flame placement,0.66064453125,Flattening with spatula,0.09222412109375,Open flame placement,False,,22,4,3,./storage/g1jFJYtQ9_s/frames/frame_010560.jpg,./storage/g1jFJYtQ9_s/frames/frame_001920.jpg,./storage/g1jFJYtQ9_s/frames/frame_001440.jpg,- this'll add some clarified butter or ghee a few drops on the other side 
g1jFJYtQ9_s,What is added to griddle for extra flavor?,Brushing ghee,True,Honey drizzle,0.049896240234375,Brushing ghee,0.857421875,Yogurt spoonful,0.040740966796875,Sugar sprinkle,0.0195465087890625,Brushing ghee,False,,18,16,20,./storage/g1jFJYtQ9_s/frames/frame_008640.jpg,./storage/g1jFJYtQ9_s/frames/frame_007680.jpg,./storage/g1jFJYtQ9_s/frames/frame_009600.jpg,fire cook it on both sides and remove it if you don't have open flame to work 
