VideoURL,Question,Selected Answer,isSelectedAnswerCorrect,Choice A,Choice A Probability,Choice B,Choice B Probability,Choice C,Choice C Probability,Choice D,Choice D Probability,Correct Answer,Not Top Token,Top Token,Chosen index for top frame,Second best index,Third best index,Path Top1,Path Top2,Path Top3,top 1 text
KmqfNQG1BXk,Which special ingredient is sliced and added for authenticity?,Nori,False,Menma,0.2227783203125,Nori,0.6865234375,Fried Tofu,0.0313720703125,Naruto Maki,0.0341796875,Naruto Maki,False,,28,16,32,./storage/KmqfNQG1BXk/frames/frame_000840.jpg,./storage/KmqfNQG1BXk/frames/frame_000480.jpg,./storage/KmqfNQG1BXk/frames/frame_000960.jpg,the ingredient prep is simple cut up some cilantro and green onions cook some spinach in some boiling water squeeze it out and then cut it up to size take your eggs out and cut them in half then slice the iconic Naruto Maki cover your noodles with some broth and carefully place the ingredients all around remember presentation is key here 
KmqfNQG1BXk,Which leafy green is boiled and squeezed to top the dish?,Bok Choy,True,Spinach,0.09222412109375,Lettuce,0.020111083984375,Bok Choy,0.84814453125,Cilantro,0.004665374755859375,Bok Choy,False,,32,31,26,./storage/KmqfNQG1BXk/frames/frame_000960.jpg,./storage/KmqfNQG1BXk/frames/frame_000930.jpg,./storage/KmqfNQG1BXk/frames/frame_000780.jpg,place the ingredients all around remember presentation is key here sprinkle it all on at the end and voila you've got Naruto ramen we like to call this a faithful recreation of authentic Japanese ramen now there are many different ways to make authentic broth for ramen and this is just our own recipe we encourage you to actually go 
KmqfNQG1BXk,How is excess fat removed before reheating?,chilling overnight and scooping,True,stir to dissolve,0.020111083984375,pouring in ice water to coagulate,0.058197021484375,chilling overnight and scooping,0.89599609375,straining through a cloth,0.004085540771484375,chilling overnight and scooping,False,,16,13,12,./storage/KmqfNQG1BXk/frames/frame_000480.jpg,./storage/KmqfNQG1BXk/frames/frame_000390.jpg,./storage/KmqfNQG1BXk/frames/frame_000360.jpg,way when it's frozen the fat has coagulated to the top and you can scoop it off and I just heat your soup back up next using some Yoshida's sauce and Lee Kum Kee chicken marinade we're gonna make some delicious pork now the best pork you can select will both be lean and still have fat on it fill up a pot with your sauces and then just dip the pork inside and turn that heat on flip it around a couple of times and wait 
KmqfNQG1BXk,Which tool is used to help mix and knead for consistency?,Stand Mixer,True,Wooden Rolling Pin,0.03076171875,Hand Whisk,0.07733154296875,Stand Mixer,0.884765625,Chopsticks,0.0013408660888671875,Stand Mixer,False,,21,20,29,./storage/KmqfNQG1BXk/frames/frame_000630.jpg,./storage/KmqfNQG1BXk/frames/frame_000600.jpg,./storage/KmqfNQG1BXk/frames/frame_000870.jpg,liquid that you put your fork in now it's time for handmade noodles we got cake flour flour baking soda and salt to mix them together and add a little water of course you can't use a KitchenAid for 12 minutes or your ninja skills okay boy no jutsu all right back to the mixer now 
jGnz9f_2A2Y,Which ingredient is ground with seaweed to make the flavor?,Garlic,False,Garlic,0.33349609375,Chilli Peppers,0.289794921875,Ginger,0.06829833984375,Sesame Seeds,0.0970458984375,Chilli Peppers,False,,38,39,26,./storage/jGnz9f_2A2Y/frames/frame_001140.jpg,./storage/jGnz9f_2A2Y/frames/frame_001170.jpg,./storage/jGnz9f_2A2Y/frames/frame_000780.jpg,up a little bit but it's going to add so much is a little bit of lemon Z so we're just going to put a little bit in with our seasoning okay so drain off then just you come and then into the seasoning they go and they're hot so they're going to pick up that beautiful seaweed and the 
jGnz9f_2A2Y,How does the chef ensure the batter is light?,Mix cold sparkling water,True,Mix cold sparkling water,0.428955078125,Add milk not water,0.32373046875,Use warm tap water,0.1268310546875,Let the batter rest overnight,0.0184173583984375,Mix cold sparkling water,False,,19,16,15,./storage/jGnz9f_2A2Y/frames/frame_000570.jpg,./storage/jGnz9f_2A2Y/frames/frame_000480.jpg,./storage/jGnz9f_2A2Y/frames/frame_000450.jpg,cold it's really important that you do that the consistency we're looking for is that you want to whisk everything in basically all those bubbles that have gone in there are kind of lifting it and that's going to make it really light so it's important to whisk all the flour together and get a nice consistency that when you put your finger in just coats you don't want any lumps in there see how it's just coating my finger perfect 
jGnz9f_2A2Y,What's grated in for a citrusy note?,Lemon Zest,True,Lemon Zest,0.7626953125,Orange Peel,0.13671875,Grapefruit Rind,0.056549072265625,Lime leaves,0.015106201171875,Lemon Zest,False,,26,38,25,./storage/jGnz9f_2A2Y/frames/frame_000780.jpg,./storage/jGnz9f_2A2Y/frames/frame_001140.jpg,./storage/jGnz9f_2A2Y/frames/frame_000750.jpg,boy in there and then the next one that you want to put there is the the vinegar part the sour so in sheos and then we've got some fish sauce a squirt of her I toasted off some sesame seeds they're going in and then this this is going to make it really vibrant really zingy really fresh so 
jGnz9f_2A2Y,How does the chef make sure it's fully cooked?,Turn pink with golden batter,True,Taste one every now and then,0.377685546875,Time for 10 minutes,0.034027099609375,Turn pink with golden batter,0.54931640625,Float immediately,0.007537841796875,Turn pink with golden batter,False,,29,13,14,./storage/jGnz9f_2A2Y/frames/frame_000870.jpg,./storage/jGnz9f_2A2Y/frames/frame_000390.jpg,./storage/jGnz9f_2A2Y/frames/frame_000420.jpg,just going to SIV it through so we' just got the little bits because the bigger ones they'd overpower it okay so perfect we're ready to start frying so and then just get the bad boys now you can take the heads off if you want to just going to put those in make sure that they're all covered you can still see the prawn 
i8BjqgemuXo,What cheese is added for a nutty flavor?,Gruyere,True,Cheddar,0.01311492919921875,Parmaesan,0.007129669189453125,Gruyere,0.97119140625,Emmental,0.002902984619140625,Gruyere,False,,11,20,23,./storage/i8BjqgemuXo/frames/frame_000330.jpg,./storage/i8BjqgemuXo/frames/frame_000600.jpg,./storage/i8BjqgemuXo/frames/frame_000690.jpg,100 grams of Gruyere cheese and we're just gonna grate that in okay salty pepper just incorporate those right I know it's just add a little grate of nutmeg I'm telling you I love Broadway Market cuz 
i8BjqgemuXo,What spice is added for a warm note?,Nutmeg,True,Cardamom,0.004337310791015625,Nutmeg,0.9892578125,Clove,0.0024318695068359375,Cinammon,0.00072479248046875,Nutmeg,False,,14,12,15,./storage/i8BjqgemuXo/frames/frame_000420.jpg,./storage/i8BjqgemuXo/frames/frame_000360.jpg,./storage/i8BjqgemuXo/frames/frame_000450.jpg,just incorporate those right I know it's just add a little grate of nutmeg I'm telling you I love Broadway Market cuz they play that best Jones could just dance and cook right let's grate the Nutmeg nutmeg in the area you just mix 
i8BjqgemuXo,How to not burn the dish from the bottom?,Greaseproof Paper,True,Extra pan oil,0.06634521484375,Greaseproof Paper,0.783203125,Keep flipping,0.01152801513671875,Low heat,0.11285400390625,Greaseproof Paper,False,,27,26,15,./storage/i8BjqgemuXo/frames/frame_000810.jpg,./storage/i8BjqgemuXo/frames/frame_000780.jpg,./storage/i8BjqgemuXo/frames/frame_000450.jpg,drop it in I'm gonna put a little piece of greaseproof in there that's going to stop it from burning but it's going to allow it to Brown nice little tip right let's get them in right we just want to cook them until all that beautiful bechamel starts browning it's about two to three minutes 
i8BjqgemuXo,What distinguishes this dish?,Honey ham and parma ham,True,Serve extra cold,0.021514892578125,Honey ham and parma ham,0.5908203125,Bread type,0.316162109375,Replace with turkey,0.006877899169921875,Honey ham and parma ham,False,,23,22,11,./storage/i8BjqgemuXo/frames/frame_000690.jpg,./storage/i8BjqgemuXo/frames/frame_000660.jpg,./storage/i8BjqgemuXo/frames/frame_000330.jpg,so last bit of bash and then the final bit is a little bit of bechamel on the top now before we 
g1jFJYtQ9_s,What flour is used traditionally for this dish?,Cornmeal,False,Whole wheat flour,0.379638671875,Cornmeal,0.52685546875,Rice flour,0.0304412841796875,Corn flour,0.016815185546875,Whole wheat flour,False,,5,44,17,./storage/g1jFJYtQ9_s/frames/frame_000150.jpg,./storage/g1jFJYtQ9_s/frames/frame_001320.jpg,./storage/g1jFJYtQ9_s/frames/frame_000510.jpg,cup of chapati flour or whole wheat flour to this I'll add 1/4 teaspoon of salt 1 teaspoon of oil I'll mix this 
g1jFJYtQ9_s,How long do you rest the dish prior to rolling?,30 minutes,True,10 minutes,0.0831298828125,30 minutes,0.83935546875,45 minutes,0.0112457275390625,20 minutes,0.00836181640625,30 minutes,False,,13,17,20,./storage/g1jFJYtQ9_s/frames/frame_000390.jpg,./storage/g1jFJYtQ9_s/frames/frame_000510.jpg,./storage/g1jFJYtQ9_s/frames/frame_000600.jpg,after this has rested for 30 minutes I'll need this again for about two minutes and then divide it to divide I'll flour my hands I'll divide this 
g1jFJYtQ9_s,How to make the dish fluffy?,Add yeast to leaven,False,Add yeast to leaven,0.6083984375,Freeze prior to cooking,0.007137298583984375,Open flame placement,0.10247802734375,Flattening with spatula,0.2237548828125,Open flame placement,False,,36,38,5,./storage/g1jFJYtQ9_s/frames/frame_001080.jpg,./storage/g1jFJYtQ9_s/frames/frame_001140.jpg,./storage/g1jFJYtQ9_s/frames/frame_000150.jpg,- this'll add some clarified butter or 
g1jFJYtQ9_s,What is added to griddle for extra flavor?,Brushing ghee,True,Sugar sprinkle,0.0193023681640625,Honey drizzle,0.00919342041015625,Brushing ghee,0.9599609375,Yogurt spoonful,0.005237579345703125,Brushing ghee,False,,32,30,27,./storage/g1jFJYtQ9_s/frames/frame_000960.jpg,./storage/g1jFJYtQ9_s/frames/frame_000900.jpg,./storage/g1jFJYtQ9_s/frames/frame_000810.jpg,I will turn it over and let it cook on the other side 
